Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	DebutJap	FinJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh	DebutCh	FinCh
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1097.T2.jp.snt	9.84	10.03	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0013.T2.ch.snt	9.09	9.29
事	事	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1097.T2.jp.snt	10.03	10.12	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0361.T2.ch.snt	9.34	9.59
大	大	oo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	0.29	0.4	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0369.T2.ch.snt	0.23	0.44
薬	药	kusuri	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	0.76	1.18	yào	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0233.T2.ch.snt	3.44	3.68
工	工	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	1.28	1.49	gōng	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0006.T2.ch.snt	1.39	1.54
場	场	jou	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	1.49	1.67	chǎng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0898.T2.ch.snt	8.06	8.27
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	2.65	3.03	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt	8.93	9.19
薬	药	yaku	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	0.76	1.18	yào	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0233.T2.ch.snt	3.44	3.68
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	3.37	3.95	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0509.T2.ch.snt	1.19	1.45
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	4.46	4.7	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0149.T2.ch.snt	5.58	5.65
入	入	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	5.13	5.28	rù	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0976.T2.ch.snt	3.22	3.34
別	别	betsu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	5.63	5.82	bié	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0212.T2.ch.snt	9.51	9.68
関	关	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	6.12	6.3	guān	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0273.T2.ch.snt	3.93	4.19
係	系	kei	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2310.T2.jp.snt	6.3	6.46	xì	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt	23.41	23.63
実	实	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1968.T2.jp.snt	0.59	0.71	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0216.T2.ch.snt	0.75	0.92
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1968.T2.jp.snt	0.71	0.92	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1217.T2.ch.snt	3.45	3.92
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2288.T2.jp.snt	0	0.19	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0971.T2.ch.snt	1.32	1.75
構	构	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2288.T2.jp.snt	0.19	0.42	gòu	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0981.T2.ch.snt	14.55	14.78
簡	简	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2288.T2.jp.snt	0.42	0.75	jiǎn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0686.T2.ch.snt	3.57	3.74
単	单	tan	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2288.T2.jp.snt	0.75	1.05	dān	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1125.T2.ch.snt	30	30.19
大	大	tai	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1224.T2.jp.snt	2.09	2.37	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0476.T2.ch.snt	0.17	0.37
変	变	hen	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1224.T2.jp.snt	2.37	2.59	biàn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0863.T2.ch.snt	11.43	11.66
将	将	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0113.T2.jp.snt	3.13	3.53	jiāng	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt	10.68	10.91
来	来	rai	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0113.T2.jp.snt	3.53	3.69	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0328.T2.ch.snt	7.37	7.53
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0113.T2.jp.snt	5.13	5.24	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1212.T2.ch.snt	28.58	28.96
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0113.T2.jp.snt	5.24	5.38	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0971.T2.ch.snt	3.91	4.11
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0113.T2.jp.snt	5.94	6.19	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0115.T2.ch.snt	3.28	3.5
猫	猫	neko	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1990.T2.jp.snt	1.05	1.35	māo	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1128.T2.ch.snt	5.79	6.33
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0636.T2.jp.snt	0.52	0.64	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0752.T2.ch.snt	3.21	3.4
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0636.T2.jp.snt	0.64	0.73	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0492.T2.ch.snt	7.32	7.58
先	先	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0636.T2.jp.snt	0.73	0.88	xiān	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0284.T2.ch.snt	1.75	1.96
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0636.T2.jp.snt	0.88	0.97	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0740.T2.ch.snt	8.91	9.23
独	独	doku	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0904.T2.jp.snt	2.14	2.47	dú	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0810.T2.ch.snt	15.42	15.64
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0904.T2.jp.snt	2.47	2.97	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0821.T2.ch.snt	5.75	5.9
来	来	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4149.T2.jp.snt	0	0.22	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0250.T2.ch.snt	2.63	2.7
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1795.T2.jp.snt	0.73	0.82	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0545.T2.ch.snt	19.42	19.63
富	富	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2700.T2.jp.snt	0.35	0.45	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1192.T2.ch.snt	1.67	1.75
山	山	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2700.T2.jp.snt	0.54	0.75	shān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0810.T2.ch.snt	0.45	0.66
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2700.T2.jp.snt	1.28	1.32	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0854.T2.ch.snt	1.64	1.7
他	他	hoka	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3110.T2.jp.snt	0.54	0.75	tā	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0604.T2.ch.snt	7.98	8.31
聞	闻	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3110.T2.jp.snt	1.02	1.6	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1280.T2.ch.snt	3.49	3.72
聞	闻	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3110.T2.jp.snt	1.02	1.6	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1217.T2.ch.snt	27.53	27.81
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3110.T2.jp.snt	3.67	3.9	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0987.T2.ch.snt	8.91	9.16
意	意	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3243.T2.jp.snt	2.62	2.65	yì	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1059.T2.ch.snt	2.69	2.76
味	味	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3243.T2.jp.snt	2.65	2.75	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0122.T2.ch.snt	0.22	0.5
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1778.T2.jp.snt	0.38	0.57	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0488.T2.ch.snt	0.49	0.64
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1778.T2.jp.snt	0.57	0.67	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0033.T2.ch.snt	14.84	15.02
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1778.T2.jp.snt	0.73	0.79	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0905.T2.ch.snt	0.91	1.1
教	教	oshi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0890.T2.jp.snt	0.27	0.33	jiào	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt	8.17	8.39
業	业	gyou	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0890.T2.jp.snt	0.74	0.92	yè	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0288.T2.ch.snt	27.51	27.62
多	多	ta	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	1.55	1.67	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0393.T2.ch.snt	14.89	15.01
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	1.67	1.79	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0760.T2.ch.snt	1.14	1.28
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	2.7	2.83	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0759.T2.ch.snt	10.42	10.61
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	3.07	3.41	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0591.T2.ch.snt	1.68	2
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	3.07	3.41	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt	14.43	14.65
定	定	tei	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	6.35	6.58	dìng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0567.T2.ch.snt	13.52	13.67
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	6.67	6.74	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0144.T2.ch.snt	21.54	21.72
多	多	ta	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	1.55	1.67	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0176.T2.ch.snt	4.93	5.28
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0054.T2.jp.snt	1.67	1.79	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0704.T2.ch.snt	2.16	2.46
職	职	shoku	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3095.T2.jp.snt	2.04	2.37	zhí	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1184.T2.ch.snt	10.46	10.58
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3095.T2.jp.snt	3.28	3.47	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0895.T2.ch.snt	4.36	4.5
下	下	shita	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3095.T2.jp.snt	3.58	3.81	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0152.T2.ch.snt	6.26	6.46
端	端	pa	occlusive	sourde	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3095.T2.jp.snt	4.05	4.3	duān	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0920.T2.ch.snt	3.06	3.52
動	动	ugo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3095.T2.jp.snt	4.39	4.51	dòng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1104.T2.ch.snt	4.71	4.99
風	风	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3817.T2.jp.snt	0.67	0.8	fēng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0547.T2.ch.snt	1.1	1.27
未	未	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3804.T2.jp.snt	0.51	0.71	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0840.T2.ch.snt	5.74	5.93
来	来	rai	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3804.T2.jp.snt	0.71	0.92	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0757.T2.ch.snt	2.28	2.41
主	主	nushi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1203.T2.jp.snt	1.15	1.39	zhǔ	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0651.T2.ch.snt	5.17	5.41
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2042.T2.jp.snt	1.51	1.57	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0090.T2.ch.snt	6.14	6.51
場	场	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2042.T2.jp.snt	1.94	2.05	chǎng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0929.T2.ch.snt	27.98	28.16
所	所	sho	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2042.T2.jp.snt	2.05	3.57	suǒ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0288.T2.ch.snt	23.74	23.96
分	分	wa	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	1.19	1.3	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0761.T2.ch.snt	10.14	10.31
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	1.91	2.15	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1137.T2.ch.snt	9.18	9.65
近	近	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	2.15	2.53	jìn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1097.T2.ch.snt	8.19	8.38
保	保	ho	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	2.53	2.82	bǎo	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt	24.02	24.25
険	险	ken	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	2.82	3.07	xiǎn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0288.T2.ch.snt	16.07	16.3
口	口	guchi	occlusive	sonore	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	3.45	3.71	kǒu	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0051.T2.ch.snt	2.42	2.67
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1196.T2.jp.snt	5.66	5.79	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0885.T2.ch.snt	1.46	1.86
歩	步	po	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2420.T2.jp.snt	2.51	2.7	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1228.T2.ch.snt	10.39	10.52
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2420.T2.jp.snt	3.75	3.92	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1227.T2.ch.snt	2.71	2.82
無	无	mu	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0189.T2.jp.snt	0.96	1.07	wú	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1095.T2.ch.snt	9.38	9.54
料	料	ryou	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0189.T2.jp.snt	1.07	1.32	liào	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt	4.49	4.8
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0189.T2.jp.snt	2.68	3.46	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt	1.8	1.88
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1332.T2.jp.snt	1.64	1.98	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0115.T2.ch.snt	3.28	3.5
今	今	kyo	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2957.T2.jp.snt	0.5	0.62	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0334.T2.ch.snt	7.79	7.93
日	日	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2957.T2.jp.snt	0.62	0.65	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0841.T2.ch.snt	0	0.01
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2957.T2.jp.snt	1.88	2.13	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0861.T2.ch.snt	4.84	4.96
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2957.T2.jp.snt	2.78	3.01	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0946.T2.ch.snt	1.65	1.91
医	医	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	0.81	0.86	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1217.T2.ch.snt	10.24	10.41
者	者	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	0.86	0.95	zhě	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0364.T2.ch.snt	4.4	4.53
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	1.74	1.78	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0766.T2.ch.snt	1	1.17
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	2.25	2.45	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0593.T2.ch.snt	15.52	15.7
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	2.45	2.64	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0551.T2.ch.snt	1.54	1.77
生	生	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0532.T2.jp.snt	2.64	2.78	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0361.T2.ch.snt	8	8.34
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2036.T2.jp.snt	1.68	1.78	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0142.T2.ch.snt	1.92	2.04
土	土	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0616.T2.jp.snt	3.44	3.56	tǔ	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0027.T2.ch.snt	17.59	17.93
産	产	yage	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0616.T2.jp.snt	3.56	4.07	chǎn	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0819.T2.ch.snt	6.15	6.35
任	任	maka	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0616.T2.jp.snt	6.11	6.34	rèn	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt	13.51	13.7
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0197.T2.jp.snt	0.47	0.64	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0822.T2.ch.snt	7.2	7.31
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0197.T2.jp.snt	0.64	0.77	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1104.T2.ch.snt	4.1	4.3
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0197.T2.jp.snt	0.47	0.64	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1183.T2.ch.snt	5.69	5.86
